Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area,Score A10,Coverage A10,# Peptides A10,# PSM A10,Score B10,Coverage B10,# Peptides B10,# PSM B10,Score C10,Coverage C10,# Peptides C10,# PSM C10,Score D10,Coverage D10,# Peptides D10,# PSM D10,Score E10,Coverage E10,# Peptides E10,# PSM E10,Score F10,Coverage F10,# Peptides F10,# PSM F10,Score G10,Coverage G10,# Peptides G10,# PSM G10,Score H10,Coverage H10,# Peptides H10,# PSM H10,Score I10,Coverage I10,# Peptides I10,# PSM I10,Score J10,Coverage J10,# Peptides J10,# PSM J10,Score K10,Coverage K10,# Peptides K10,# PSM K10,Score L10,Coverage L10,# Peptides L10,# PSM L10,Score M10,Coverage M10,# Peptides M10,# PSM M10,Score N10,Coverage N10,# Peptides N10,# PSM N10,Score O10,Coverage O10,# Peptides O10,# PSM O10,# AAs,MW [kDa],calc. pI
Q9UHB7,AF4/FMR2 family member 4 OS=Homo sapiens OX=9606 GN=AFF4 PE=1 SV=1 - [AFF4_HUMAN],2.41,1,2,2,3,0.000E0,2.419E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.885E6,0.000E0,,,,,1.94 ,1.12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.41,2,2,,,,,1163,127.4,9.31
Q6UVK1,Chondroitin sulfate proteoglycan 4 OS=Homo sapiens OX=9606 GN=CSPG4 PE=1 SV=2 - [CSPG4_HUMAN],2.41,1,5,5,9,0.000E0,0.000E0,3.382E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.454E6,0.000E0,0.000E0,3.719E6,0.000E0,0.000E0,0.000E0,,,,,,,,,5.57 ,1.81,4,5,,,,,,,,,,,,,,,,,,,,,2.04 ,1.68,3,3,,,,,,,,,2.05 ,0.39,1,1,,,,,,,,,,,,,2322,250.4,5.47
Q9Y490,Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3 - [TLN1_HUMAN],2.40,1,5,5,9,0.000E0,4.648E6,3.243E6,0.000E0,0.000E0,3.017E6,0.000E0,2.147E6,1.300E6,0.000E0,0.000E0,1.519E6,0.000E0,0.000E0,0.000E0,,,,,3.44 ,0.47,1,1,5.10 ,1.53,3,3,,,,,,,,,2.74 ,0.47,1,1,,,,,1.71 ,0.98,2,2,2.06 ,0.39,1,1,,,,,,,,,0.00 ,0.39,1,1,,,,,,,,,,,,,2541,269.6,6.07
Q7Z6B7,SLIT-ROBO Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=SRGAP1 PE=1 SV=1 - [SRGP1_HUMAN],2.40,2,2,2,4,0.000E0,0.000E0,2.400E6,0.000E0,0.000E0,3.110E6,0.000E0,0.000E0,4.619E6,0.000E0,0.000E0,3.277E6,0.000E0,0.000E0,0.000E0,,,,,,,,,3.33 ,1.11,1,1,,,,,,,,,3.07 ,1.29,1,1,,,,,,,,,1.96 ,1.29,1,1,,,,,,,,,2.44 ,1.11,1,1,,,,,,,,,,,,,1085,124.2,6.83
P07357,Complement component C8 alpha chain OS=Homo sapiens OX=9606 GN=C8A PE=1 SV=2 - [CO8A_HUMAN],2.40,1,1,1,1,0.000E0,0.000E0,1.155E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,1.84 ,2.40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,65.1,6.47
O94776,Metastasis-associated protein MTA2 OS=Homo sapiens OX=9606 GN=MTA2 PE=1 SV=1 - [MTA2_HUMAN],2.40,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.206E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91 ,2.40,1,1,,,,,668,75.0,9.66
O43164,E3 ubiquitin-protein ligase Praja-2 OS=Homo sapiens OX=9606 GN=PJA2 PE=1 SV=4 - [PJA2_HUMAN],2.40,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.306E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.40,1,1,,,,,708,78.2,4.39
Q7LBC6,Lysine-specific demethylase 3B OS=Homo sapiens OX=9606 GN=KDM3B PE=1 SV=2 - [KDM3B_HUMAN],2.39,1,4,4,4,0.000E0,1.840E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.364E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.341E6,0.000E0,,,,,2.23 ,0.68,1,1,,,,,,,,,,,,,,,,,,,,,4.88 ,1.02,2,2,,,,,,,,,,,,,,,,,,,,,2.14 ,0.68,1,1,,,,,1761,191.5,7.18
Q9ULH7,MKL/myocardin-like protein 2 OS=Homo sapiens OX=9606 GN=MKL2 PE=1 SV=3 - [MKL2_HUMAN],2.39,1,2,2,2,0.000E0,2.648E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.616E6,0.000E0,,,,,0.00 ,0.74,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.65,1,1,,,,,1088,118.1,6.28
Q9H307,Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5 - [PININ_HUMAN],2.37,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.124E6,0.000E0,0.000E0,7.705E5,0.000E0,0.000E0,2.057E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.26,1,1,,,,,,,,,0.00 ,1.26,1,1,,,,,,,,,0.00 ,1.12,1,1,,,,,717,81.6,7.14
Q96A65,Exocyst complex component 4 OS=Homo sapiens OX=9606 GN=EXOC4 PE=1 SV=1 - [EXOC4_HUMAN],2.36,1,2,2,4,0.000E0,0.000E0,2.213E6,0.000E0,0.000E0,2.199E6,0.000E0,0.000E0,1.737E6,0.000E0,0.000E0,1.511E6,0.000E0,0.000E0,0.000E0,,,,,,,,,2.60 ,1.13,1,1,,,,,,,,,1.70 ,1.23,1,1,,,,,,,,,1.91 ,1.13,1,1,,,,,,,,,1.80 ,1.13,1,1,,,,,,,,,,,,,974,110.4,6.49
Q08174,Protocadherin-1 OS=Homo sapiens OX=9606 GN=PCDH1 PE=1 SV=2 - [PCDH1_HUMAN],2.36,1,2,2,4,0.000E0,0.000E0,3.110E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.050E6,0.000E0,0.000E0,1.334E7,0.000E0,0.000E0,0.000E0,,,,,,,,,1.66 ,1.13,1,1,,,,,,,,,,,,,,,,,,,,,1.64 ,1.13,1,1,,,,,,,,,3.75 ,2.36,2,2,,,,,,,,,,,,,1060,114.7,5.03
Q68DQ2,Very large A-kinase anchor protein OS=Homo sapiens OX=9606 GN=CRYBG3 PE=1 SV=3 - [CRBG3_HUMAN],2.36,1,6,6,7,0.000E0,0.000E0,1.386E6,0.000E0,0.000E0,0.000E0,0.000E0,1.397E6,2.178E6,0.000E0,2.143E6,0.000E0,0.000E0,4.787E6,0.000E0,,,,,,,,,0.00 ,0.30,1,1,,,,,,,,,,,,,,,,,0.00 ,0.84,2,2,1.76 ,0.51,1,1,,,,,3.77 ,0.81,2,2,,,,,,,,,1.97 ,0.30,1,1,,,,,2970,330.4,5.20
Q14671,Pumilio homolog 1 OS=Homo sapiens OX=9606 GN=PUM1 PE=1 SV=3 - [PUM1_HUMAN],2.36,2,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.926E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.455E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60 ,0.67,1,1,,,,,,,,,,,,,,,,,,,,,0.00 ,1.69,1,1,,,,,1186,126.4,6.84
Q9H0X4,Protein FAM234A OS=Homo sapiens OX=9606 GN=FAM234A PE=1 SV=1 - [F234A_HUMAN],2.36,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.261E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.36,1,1,,,,,,,,,,,,,552,59.6,6.28
Q9UKZ1,CCR4-NOT transcription complex subunit 11 OS=Homo sapiens OX=9606 GN=CNOT11 PE=1 SV=1 - [CNO11_HUMAN],2.35,1,1,1,3,0.000E0,2.688E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.913E6,0.000E0,0.000E0,1.746E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,2.78 ,2.35,1,1,,,,,,,,,,,,,,,,,,,,,1.97 ,2.35,1,1,,,,,,,,,2.34 ,2.35,1,1,,,,,,,,,,,,,,,,,510,55.2,6.40
P22234,Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3 - [PUR6_HUMAN],2.35,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,7.078E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.028E5,,,,,,,,,,,,,,,,,1.67 ,2.35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89 ,2.35,1,1,425,47.0,7.23
P59044,"NACHT, LRR and PYD domains-containing protein 6 OS=Homo sapiens OX=9606 GN=NLRP6 PE=1 SV=2 - [NLRP6_HUMAN]",2.35,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.35,1,1,892,98.7,8.07
P54132,Bloom syndrome protein OS=Homo sapiens OX=9606 GN=BLM PE=1 SV=1 - [BLM_HUMAN],2.33,1,2,2,2,0.000E0,2.379E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.474E6,0.000E0,,,,,1.68 ,0.71,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.62,1,1,,,,,1417,158.9,7.49
Q06413,Myocyte-specific enhancer factor 2C OS=Homo sapiens OX=9606 GN=MEF2C PE=1 SV=1 - [MEF2C_HUMAN],2.33,3,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.765E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.33,1,1,,,,,473,51.2,8.03
P06213,Insulin receptor OS=Homo sapiens OX=9606 GN=INSR PE=1 SV=4 - [INSR_HUMAN],2.32,1,3,3,6,0.000E0,0.000E0,4.806E6,0.000E0,0.000E0,2.387E6,0.000E0,0.000E0,5.961E6,0.000E0,0.000E0,5.550E6,0.000E0,0.000E0,0.000E0,,,,,,,,,1.83 ,1.66,2,2,,,,,,,,,2.44 ,1.30,2,2,,,,,,,,,1.89 ,0.65,1,1,,,,,,,,,0.00 ,0.65,1,1,,,,,,,,,,,,,1382,156.2,6.20
Q13480,GRB2-associated-binding protein 1 OS=Homo sapiens OX=9606 GN=GAB1 PE=1 SV=2 - [GAB1_HUMAN],2.31,1,1,1,1,0.000E0,0.000E0,4.404E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,0.00 ,2.31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,76.6,5.96
O60669,Monocarboxylate transporter 2 OS=Homo sapiens OX=9606 GN=SLC16A7 PE=1 SV=2 - [MOT2_HUMAN],2.30,1,1,1,4,0.000E0,0.000E0,5.104E6,0.000E0,0.000E0,4.771E6,0.000E0,0.000E0,3.664E6,0.000E0,0.000E0,3.357E6,0.000E0,0.000E0,0.000E0,,,,,,,,,0.00 ,2.30,1,1,,,,,,,,,2.63 ,2.30,1,1,,,,,,,,,2.77 ,2.30,1,1,,,,,,,,,2.25 ,2.30,1,1,,,,,,,,,,,,,478,52.2,9.31
P0C7U0,Protein ELFN1 OS=Homo sapiens OX=9606 GN=ELFN1 PE=1 SV=2 - [ELFN1_HUMAN],2.29,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.236E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,3.78 ,2.29,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828,90.4,8.37
Q12792,Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3 - [TWF1_HUMAN],2.29,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.115E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,40.3,6.96
Q8TAA9,Vang-like protein 1 OS=Homo sapiens OX=9606 GN=VANGL1 PE=1 SV=1 - [VANG1_HUMAN],2.29,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.857E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04 ,2.29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,524,59.9,8.81
Q96T23,Remodeling and spacing factor 1 OS=Homo sapiens OX=9606 GN=RSF1 PE=1 SV=2 - [RSF1_HUMAN],2.29,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.964E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00 ,2.29,2,2,,,,,1441,163.7,5.01
Q9BXP5,Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1 - [SRRT_HUMAN],2.28,1,2,2,4,0.000E0,1.411E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.502E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.496E6,0.000E0,,,,,4.56 ,2.28,2,2,,,,,,,,,,,,,,,,,,,,,0.00 ,1.14,1,1,,,,,,,,,,,,,,,,,,,,,2.09 ,1.14,1,1,,,,,876,100.6,5.96
Q5T0W9,Protein FAM83B OS=Homo sapiens OX=9606 GN=FAM83B PE=1 SV=1 - [FA83B_HUMAN],2.27,1,2,2,6,0.000E0,0.000E0,9.213E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.612E6,0.000E0,0.000E0,4.063E6,0.000E0,0.000E0,0.000E0,,,,,,,,,4.05 ,2.27,2,4,,,,,,,,,,,,,,,,,,,,,2.12 ,0.89,1,1,,,,,,,,,1.82 ,0.89,1,1,,,,,,,,,,,,,1011,114.7,8.97
Q9NSV4,Protein diaphanous homolog 3 OS=Homo sapiens OX=9606 GN=DIAPH3 PE=1 SV=4 - [DIAP3_HUMAN],2.26,1,2,2,4,0.000E0,0.000E0,2.834E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.201E6,0.000E0,0.000E0,2.514E6,0.000E0,0.000E0,0.000E0,,,,,,,,,2.42 ,2.26,2,2,,,,,,,,,,,,,,,,,,,,,2.03 ,0.84,1,1,,,,,,,,,1.77 ,0.84,1,1,,,,,,,,,,,,,1193,136.8,7.03
O43719,HIV Tat-specific factor 1 OS=Homo sapiens OX=9606 GN=HTATSF1 PE=1 SV=1 - [HTSF1_HUMAN],2.25,1,2,2,2,0.000E0,3.242E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,4.01 ,2.25,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,85.8,4.40
O96005,Cleft lip and palate transmembrane protein 1 OS=Homo sapiens OX=9606 GN=CLPTM1 PE=1 SV=1 - [CLPT1_HUMAN],2.24,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.483E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,669,76.0,6.30
Q5JTV8,Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=2 - [TOIP1_HUMAN],2.23,1,1,1,6,0.000E0,3.269E6,3.244E6,0.000E0,0.000E0,2.580E6,0.000E0,4.004E6,4.787E6,0.000E0,0.000E0,3.902E6,0.000E0,0.000E0,0.000E0,,,,,0.00 ,2.23,1,1,0.00 ,2.23,1,1,,,,,,,,,1.86 ,2.23,1,1,,,,,0.00 ,2.23,1,1,1.84 ,2.23,1,1,,,,,,,,,0.00 ,2.23,1,1,,,,,,,,,,,,,583,66.2,8.18
P12955,Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3 - [PEPD_HUMAN],2.23,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.267E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88 ,2.23,1,1,,,,,,,,,,,,,,,,,493,54.5,6.00
P08240,Signal recognition particle receptor subunit alpha OS=Homo sapiens OX=9606 GN=SRPRA PE=1 SV=2 - [SRPRA_HUMAN],2.19,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.191E6,0.000E0,0.000E0,3.871E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.16 ,1.10,1,1,,,,,,,,,4.31 ,2.19,2,2,,,,,,,,,,,,,,,,,,,,,,,,,638,69.8,8.95
Q02413,Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2 - [DSG1_HUMAN],2.19,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.291E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.30 ,2.19,2,2,,,,,,,,,,,,,,,,,,,,,1049,113.7,5.03
Q02040,A-kinase anchor protein 17A OS=Homo sapiens OX=9606 GN=AKAP17A PE=1 SV=2 - [AK17A_HUMAN],2.16,1,1,2,3,0.000E0,0.000E0,1.928E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.428E6,0.000E0,0.000E0,0.000E0,4.338E7,0.000E0,,,,,,,,,2.04 ,1.01,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1.95 ,1.15,1,1,,,,,,,,,,,,,1.80 ,1.01,1,1,,,,,695,80.7,9.73
Q9NYJ8,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 OS=Homo sapiens OX=9606 GN=TAB2 PE=1 SV=1 - [TAB2_HUMAN],2.16,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.332E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.716E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.16,1,1,,,,,,,,,,,,,,,,,,,,,0.00 ,2.16,1,1,,,,,693,76.4,8.54
P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],2.16,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.264E5,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.16,1,1,,,,,,,,,417,44.6,8.10
Q96NB3,Zinc finger protein 830 OS=Homo sapiens OX=9606 GN=ZNF830 PE=1 SV=2 - [ZN830_HUMAN],2.15,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,2.11 ,2.15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,42.0,5.31
Q8IY67,Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1 - [RAVR1_HUMAN],2.15,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,7.630E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.192E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,2.19 ,2.15,1,1,,,,,,,,,,,,,,,,,,,,,2.93 ,2.15,1,1,,,,,,,,,,,,,,,,,606,63.8,8.48
A6NKD9,Coiled-coil domain-containing protein 85C OS=Homo sapiens OX=9606 GN=CCDC85C PE=1 SV=1 - [CC85C_HUMAN],2.15,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,1.92 ,2.15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,45.2,6.96
P48444,Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1 - [COPD_HUMAN],2.15,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.182E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.15,1,1,,,,,,,,,,,,,,,,,511,57.2,6.21
Q9BQ75,Protein CMSS1 OS=Homo sapiens OX=9606 GN=CMSS1 PE=1 SV=2 - [CMS1_HUMAN],2.15,3,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.246E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.15,1,1,,,,,279,31.9,9.19
Q9P275,Ubiquitin carboxyl-terminal hydrolase 36 OS=Homo sapiens OX=9606 GN=USP36 PE=1 SV=4 - [UBP36_HUMAN],2.14,1,2,2,4,0.000E0,3.946E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.935E6,0.000E0,0.000E0,7.195E6,0.000E0,,,,,2.01 ,2.14,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98 ,0.80,1,1,,,,,,,,,0.00 ,1.34,1,1,,,,,1123,122.8,9.70
Q9NW64,Pre-mRNA-splicing factor RBM22 OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1 - [RBM22_HUMAN],2.14,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.461E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.14,1,1,,,,,420,46.9,8.54
O95630,STAM-binding protein OS=Homo sapiens OX=9606 GN=STAMBP PE=1 SV=1 - [STABP_HUMAN],2.12,1,1,1,3,0.000E0,0.000E0,1.655E6,0.000E0,0.000E0,1.796E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.462E6,0.000E0,0.000E0,0.000E0,,,,,,,,,0.00 ,2.12,1,1,,,,,,,,,1.72 ,2.12,1,1,,,,,,,,,,,,,,,,,,,,,0.00 ,2.12,1,1,,,,,,,,,,,,,424,48.0,6.29
P46531,Neurogenic locus notch homolog protein 1 OS=Homo sapiens OX=9606 GN=NOTCH1 PE=1 SV=4 - [NOTC1_HUMAN],2.11,1,3,4,8,0.000E0,0.000E0,5.971E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.769E6,0.000E0,0.000E0,1.111E7,0.000E0,0.000E0,0.000E0,,,,,,,,,4.03 ,0.67,2,2,,,,,,,,,,,,,,,,,,,,,3.87 ,0.86,2,2,,,,,,,,,3.85 ,2.11,4,4,,,,,,,,,,,,,2555,272.3,5.12
P04920,Anion exchange protein 2 OS=Homo sapiens OX=9606 GN=SLC4A2 PE=1 SV=4 - [B3A2_HUMAN],2.10,2,3,3,7,0.000E0,0.000E0,6.301E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.549E7,0.000E0,0.000E0,2.161E7,0.000E0,0.000E0,0.000E0,,,,,,,,,5.10 ,1.53,2,3,,,,,,,,,,,,,,,,,,,,,0.00 ,1.45,2,3,,,,,,,,,0.00 ,0.56,1,1,,,,,,,,,,,,,1241,136.9,6.29
Q53F19,Nuclear cap-binding protein subunit 3 OS=Homo sapiens OX=9606 GN=NCBP3 PE=1 SV=2 - [NCBP3_HUMAN],2.10,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.968E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.10,1,1,,,,,620,70.5,5.73
Q9BXB5,Oxysterol-binding protein-related protein 10 OS=Homo sapiens OX=9606 GN=OSBPL10 PE=1 SV=2 - [OSB10_HUMAN],2.09,1,1,1,3,0.000E0,0.000E0,2.513E6,0.000E0,0.000E0,3.680E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.490E6,0.000E0,0.000E0,0.000E0,,,,,,,,,1.75 ,2.09,1,1,,,,,,,,,1.64 ,2.09,1,1,,,,,,,,,,,,,,,,,,,,,0.00 ,2.09,1,1,,,,,,,,,,,,,764,83.9,8.31
