Visible?,Starred?,Identified Proteins (2330),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,T-Test (p-value): (p < 0.05),Fold Change by Category,Quantitative Profile,Taxonomy,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area
TRUE,Empty,Mitochondrial ribonuclease P catalytic subunit OS=Homo sapiens OX=9606 GN=KIAA0391 PE=1 SV=2,O15091,KIAA0391,67 kDa,,0.35,0,[],unknown,0,3780100,0,0,0,0,0,0,0,0,4.57E+07,0,1.46E+07,4.02E+07,0
TRUE,Empty,Phosducin-like protein 3 OS=Homo sapiens OX=9606 GN=PDCL3 PE=1 SV=1,Q9H2J4,PDCL3,28 kDa,,0.21,3.9,[],unknown,0,0,0,0,5.48E+07,7.94E+07,0,0,3.33E+07,1.02E+08,9.59E+07,0,5.00E+07,5.69E+07,0
TRUE,Empty,Probable ATP-dependent RNA helicase DHX40 OS=Homo sapiens OX=9606 GN=DHX40 PE=1 SV=2,Q8IX18,DHX40,89 kDa,,0.28,4.3,[],unknown,0,1.04E+07,0,0,1.00E+07,0,0,0,3.24E+07,5.47E+07,3.56E+07,0,2.64E+07,2.77E+07,0
TRUE,Empty,U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1,O43818,RRP9,52 kDa,,0.047,0.2,"1st high, 2nd low",unknown,2.87E+07,8.13E+07,1.02E+08,9.04E+07,0,0,1.76E+07,0,0,3.77E+07,0,0,0,0,0
TRUE,Empty,E3 ISG15--protein ligase HERC5 OS=Homo sapiens OX=9606 GN=HERC5 PE=1 SV=2,Q9UII4,HERC5,117 kDa,,0.15,INF,[],unknown,0,0,0,0,0,5.59E+07,0,0,8.61E+07,0,2.49E+07,3.62E+07,2.42E+07,1.09E+07,0
TRUE,Empty,Ubiquitin carboxyl-terminal hydrolase 13 OS=Homo sapiens OX=9606 GN=USP13 PE=1 SV=2,Q92995,USP13,97 kDa,TRUE,0.7,0.5,[],unknown,0,0,0,0,3.05E+07,0,1.68E+07,0,0,0,0,0,0,5.23E+07,0
TRUE,Empty,Serine/threonine-protein phosphatase 4 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP4C PE=1 SV=1,P60510,PPP4C,35 kDa,TRUE,0.5,0.4,[],unknown,0,5.99E+07,0,0,9.92E+07,0,0,7.16E+07,0,0,0,8529700,0,4.54E+07,1.77E+07
TRUE,Empty,TGF-beta receptor type-1 OS=Homo sapiens OX=9606 GN=TGFBR1 PE=1 SV=1,P36897,TGFBR1,56 kDa,,0.0036,0,"1st high, 2nd low",unknown,1.71E+08,9.75E+07,9.51E+07,6.82E+07,3.19E+07,0,0,0,0,0,0,0,0,0,0
TRUE,Empty,Periplakin OS=Homo sapiens OX=9606 GN=PPL PE=1 SV=4,O60437,PPL,205 kDa,,1,INF,[],unknown,0,0,0,0,0,0,0,0,0,0,1.07E+07,2.72E+07,9303200,7.04E+07,8374600
TRUE,Empty,Abnormal spindle-like microcephaly-associated protein OS=Homo sapiens OX=9606 GN=ASPM PE=1 SV=2,Q8IZT6,ASPM,410 kDa,,0.078,0,[],unknown,1.30E+07,2.82E+07,0,0,1.14E+07,0,0,0,0,0,0,0,0,0,0
TRUE,Empty,"3'(2'),5'-bisphosphate nucleotidase 1 OS=Homo sapiens OX=9606 GN=BPNT1 PE=1 SV=1",O95861,BPNT1,33 kDa,,0.94,1,[],unknown,4.19E+07,4.98E+07,3.80E+07,0,4.37E+07,5.18E+07,0,6.79E+07,0,6.05E+07,4.68E+07,4.40E+07,0,3.10E+07,6.06E+07
TRUE,Empty,26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3,O00233,PSMD9,25 kDa,,0.032,3.1,"1st low, 2nd high",unknown,0,2.67E+07,2.73E+07,0,0,2.41E+07,3.27E+07,5.53E+07,2.73E+07,2.74E+07,0,2.29E+07,2.03E+07,0,3.76E+07
TRUE,Empty,Cilia- and flagella-associated protein 20 OS=Homo sapiens OX=9606 GN=CFAP20 PE=1 SV=1,Q9Y6A4,CFAP20,23 kDa,,0.85,1.1,[],unknown,1.10E+08,0,6.18E+07,0,5.57E+07,0,7.49E+07,5.36E+07,5.35E+07,7.00E+07,0,7.66E+07,0,5.08E+07,9.49E+07
TRUE,Empty,Vitamin K epoxide reductase complex subunit 1-like protein 1 OS=Homo sapiens OX=9606 GN=VKORC1L1 PE=1 SV=2,Q8N0U8,VKORC1L1,20 kDa,,0.76,1.3,[],unknown,0,1.56E+07,4253800,0,5.79E+07,1.55E+07,0,0,5.45E+07,3.11E+07,2.69E+07,1.24E+07,8.00E+07,3.68E+07,0
TRUE,Empty,Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1,P51452,DUSP3,20 kDa,,0.24,2.1,[],unknown,4.74E+07,0,3.83E+07,0,0,3.52E+07,3.51E+07,6.51E+07,0,4.65E+07,0,5.21E+07,4.49E+07,5.06E+07,8.79E+07
TRUE,Empty,Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Homo sapiens OX=9606 GN=NUDT3 PE=1 SV=1,O95989,NUDT3,19 kDa,,0.22,2.6,[],unknown,0,4.36E+07,0,0,6.10E+07,1.18E+08,0,2.25E+07,4.19E+07,9.38E+07,1.49E+07,4.22E+07,7.19E+07,9.35E+07,0
TRUE,Empty,ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2,Q8N6T3,ARFGAP1,45 kDa,,0.43,0.6,[],unknown,0,3.81E+07,0,3.39E+07,3.00E+07,0,3.37E+07,0,0,2.28E+07,2.96E+07,2.48E+07,0,6.88E+07,0
TRUE,Empty,WD repeat and coiled-coil-containing protein OS=Homo sapiens OX=9606 GN=WDCP PE=1 SV=1,Q9H6R7,WDCP,79 kDa,,0.72,1.4,[],unknown,0,1.55E+07,0,4.55E+07,0,0,4.57E+07,4.06E+07,0,0,0,0,6.10E+07,1.01E+08,5.47E+07
TRUE,Empty,Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3,Q15005,SPCS2,25 kDa,,0.44,0.5,[],unknown,0,4.31E+07,3.80E+07,0,8.03E+07,0,0,0,3.44E+07,5.16E+07,1.35E+08,3.44E+07,3.77E+07,3.61E+07,0
TRUE,Empty,UBX domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBXN1 PE=1 SV=2,Q04323,UBXN1,33 kDa,,0.36,0.4,[],unknown,0,3.24E+07,0,7.48E+07,4.79E+07,0,0,0,0,6.29E+07,1.49E+08,3.36E+07,5.84E+07,0,7.04E+07
TRUE,Empty,Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=AGFG1 PE=1 SV=2,P52594,AGFG1,58 kDa,TRUE,0.11,3.3,[],unknown,0,0,0,2.89E+07,2.99E+07,4.49E+07,3.12E+07,0,3.65E+07,8.26E+07,5.92E+07,0,9.23E+07,8.65E+07,1.05E+08
TRUE,Empty,Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens OX=9606 GN=ALDH16A1 PE=1 SV=2,Q8IZ83,ALDH16A1,85 kDa,,0.74,0.7,[],unknown,2.49E+07,2.35E+07,0,0,0,1.66E+07,0,0,0,1.92E+07,1.02E+08,3.96E+07,6.66E+07,4.82E+07,3.24E+07
TRUE,Empty,Adenosine 3'-phospho 5'-phosphosulfate transporter 1 OS=Homo sapiens OX=9606 GN=SLC35B2 PE=1 SV=1,Q8TB61,SLC35B2,48 kDa,,0.44,0.6,[],unknown,1.99E+08,4.78E+07,1.41E+08,0,6.37E+07,1.34E+08,1.07E+08,0,2.66E+07,0,0,4.72E+07,8.28E+07,8.15E+07,0
TRUE,Empty,DNA dC->dU-editing enzyme APOBEC-3C OS=Homo sapiens OX=9606 GN=APOBEC3C PE=1 SV=2,Q9NRW3,APOBEC3C,23 kDa,,0.99,1,[],unknown,0,4.33E+07,0,0,7.37E+07,3.18E+07,0,0,4.43E+07,3.93E+07,7.16E+07,4.18E+07,1.12E+08,1.35E+08,0
TRUE,Empty,"Dimethyladenosine transferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=TFB2M PE=1 SV=1",Q9H5Q4,TFB2M,45 kDa,,0.042,8.8,"1st low, 2nd high",unknown,0,0,0,0,2.27E+07,6.21E+07,2.39E+07,0,3.52E+07,7.93E+07,5.62E+07,2.06E+07,0,3.09E+07,1.68E+07
TRUE,Empty,Mitofusin-2 OS=Homo sapiens OX=9606 GN=MFN2 PE=1 SV=3,O95140,MFN2,86 kDa,,0.68,1.5,[],unknown,0,1.40E+07,0,0,2.03E+07,1.57E+07,0,3.68E+07,0,0,1.71E+07,0,1.53E+07,4.10E+07,2.70E+07
TRUE,Empty,Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1,P40937,RFC5,38 kDa,,0.44,2.5,[],unknown,0,0,3.80E+07,0,1.82E+07,1.02E+08,2.35E+07,1.35E+07,0,0,9.03E+07,6.53E+07,7.27E+07,0,0
TRUE,Empty,NAD(P)H-hydrate epimerase OS=Homo sapiens OX=9606 GN=NAXE PE=1 SV=2,Q8NCW5,NAXE,32 kDa,,0.24,2.7,[],unknown,0,5.12E+07,4.28E+07,0,0,6.52E+07,0,0,1.21E+08,7.09E+07,1.34E+08,0,5.77E+07,1.60E+08,0
TRUE,Empty,Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=2,Q9NUL3,STAU2,63 kDa,TRUE,0.37,0.5,[],unknown,4.23E+07,0,0,5.29E+07,2.65E+07,0,0,0,4.23E+07,1.49E+07,0,4.95E+07,0,0,0
TRUE,Empty,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDHB PE=1 SV=2",P21953,BCKDHB,43 kDa,,0.45,1.8,[],unknown,0,6.54E+07,0,0,4.11E+07,0,0,6.80E+07,5.68E+07,6.33E+07,0,5.69E+07,3.67E+07,4.05E+07,5.20E+07
TRUE,Empty,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Homo sapiens OX=9606 GN=JMJD6 PE=1 SV=1,Q6NYC1,JMJD6,46 kDa,,0.66,1.3,[],unknown,0,4.14E+07,2.05E+07,0,4.19E+07,2.99E+07,0,0,5.85E+07,5.00E+07,2.66E+07,2.75E+07,3.40E+07,0,0
TRUE,Empty,Cytosolic purine 5'-nucleotidase OS=Homo sapiens OX=9606 GN=NT5C2 PE=1 SV=1,P49902,NT5C2,65 kDa,,0.28,0.2,[],unknown,0,7.20E+07,5.26E+07,0,0,0,0,0,2.83E+07,0,5.75E+07,3.32E+07,5.59E+07,1.22E+08,0
TRUE,Empty,Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1,Q12874,SF3A3,59 kDa,,0.31,1.8,[],unknown,0,9.47E+07,0,0,8.73E+07,7.33E+07,2.38E+07,2.91E+07,9.93E+07,1.09E+08,0,0,0,0,3.38E+07
TRUE,Empty,Nucleolus and neural progenitor protein OS=Homo sapiens OX=9606 GN=NEPRO PE=1 SV=3,Q6NW34,NEPRO,65 kDa,,0.22,2.4,[],unknown,0,0,3.53E+07,1.92E+07,0,0,4.55E+07,9265700,3.99E+07,3.71E+07,0,0,3.70E+07,0,0
TRUE,Empty,DNA excision repair protein ERCC-6-like OS=Homo sapiens OX=9606 GN=ERCC6L PE=1 SV=1,Q2NKX8,ERCC6L,141 kDa,,0.38,0.6,[],unknown,2.80E+07,0,8.11E+07,5.63E+07,3.64E+07,0,4.06E+07,3.64E+07,4.61E+07,0,0,0,0,0,0
TRUE,Empty,"28S ribosomal protein S35, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS35 PE=1 SV=1",P82673,MRPS35,37 kDa,,0.57,1.6,[],unknown,0,4.54E+07,0,0,9.38E+07,8.61E+07,0,0,4.45E+07,8.82E+07,6.75E+07,0,3.63E+07,6.43E+07,0
TRUE,Empty,Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2,Q8IXI1,RHOT2,68 kDa,,0.87,0.8,[],unknown,0,0,0,5.57E+07,3.36E+07,1.38E+07,0,6.21E+07,0,0,1.15E+08,1.26E+07,6.30E+07,0,2.42E+07
TRUE,Empty,Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2,P07602,PSAP,58 kDa,,0.065,INF,[],unknown,0,0,0,0,0,2.69E+07,0,3.43E+07,1.32E+07,0,1.70E+07,0,1.93E+07,0,0
TRUE,Empty,Alpha-parvin OS=Homo sapiens OX=9606 GN=PARVA PE=1 SV=1,Q9NVD7,PARVA,42 kDa,,0.35,0.3,[],unknown,0,2.06E+07,0,0,5.24E+07,0,1.91E+07,0,0,0,0,0,3.61E+07,1.82E+07,5.22E+07
TRUE,Empty,Kinesin-like protein KIF13B OS=Homo sapiens OX=9606 GN=KIF13B PE=1 SV=2,Q9NQT8,KIF13B,203 kDa,TRUE,0.22,4.6,[],unknown,0,1.22E+07,0,0,0,3.27E+07,0,0,1.50E+07,8381800,2.21E+07,0,0,1.41E+07,0
TRUE,Empty,M-phase phosphoprotein 8 OS=Homo sapiens OX=9606 GN=MPHOSPH8 PE=1 SV=2,Q99549,MPHOSPH8,97 kDa,,0.27,0.2,[],unknown,0,0,6.23E+07,1.40E+08,0,3.45E+07,0,0,0,0,0,5.99E+07,0,0,0
TRUE,Empty,Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=PPWD1 PE=1 SV=1,Q96BP3,PPWD1,74 kDa,,0.8,1.3,[],unknown,0,0,0,0,4.13E+07,3.38E+07,0,2.16E+07,0,0,0,9.85E+07,8.09E+07,3.75E+07,6.41E+07
TRUE,Empty,Lipase maturation factor 2 OS=Homo sapiens OX=9606 GN=LMF2 PE=1 SV=2,Q9BU23,LMF2,80 kDa,,0.34,0.3,[],unknown,0,4.67E+07,0,0,5.63E+07,2.58E+07,0,0,0,7900900,0,0,1.44E+08,2.81E+07,0
TRUE,Empty,Condensin-2 complex subunit D3 OS=Homo sapiens OX=9606 GN=NCAPD3 PE=1 SV=2,P42695,NCAPD3,169 kDa,,0.51,2,[],unknown,0,0,0,0,4.30E+07,1.51E+07,0,0,1.99E+07,5.23E+07,3.35E+07,0,1.59E+08,1.38E+08,4.12E+07
TRUE,Empty,Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2,P13473,LAMP2,45 kDa,,0.29,3.2,[],unknown,9.92E+07,0,0,0,0,0,1.09E+08,1.66E+08,0,3.92E+07,1.67E+08,0,1.80E+08,1.42E+08,0
TRUE,Empty,Kynurenine--oxoglutarate transaminase 3 OS=Homo sapiens OX=9606 GN=KYAT3 PE=1 SV=1,Q6YP21,KYAT3,51 kDa,,0.35,INF,[],unknown,0,0,0,0,0,1.29E+07,0,0,0,0,2.57E+07,0,0,3.37E+07,0
TRUE,Empty,S-phase kinase-associated protein 2 OS=Homo sapiens OX=9606 GN=SKP2 PE=1 SV=2,Q13309,SKP2,48 kDa,,0.41,2.1,[],unknown,0,2.28E+07,0,0,7.04E+07,2.82E+07,0,0,6.75E+07,1.04E+08,0,0,0,4.55E+07,2.10E+07
TRUE,Empty,Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1,O43237,DYNC1LI2,54 kDa,TRUE,0.93,0.9,[],unknown,0,0,0,3.00E+07,0,0,8756700,0,0,1.82E+07,5.37E+07,0,8.13E+07,1.34E+08,7.59E+07
TRUE,Empty,Neural cell adhesion molecule L1 OS=Homo sapiens OX=9606 GN=L1CAM PE=1 SV=2,P32004,L1CAM,140 kDa,,0.0052,INF,"1st low, 2nd high",unknown,0,0,0,0,0,1.58E+07,5.80E+07,5.70E+07,1.06E+08,1.20E+08,2.61E+07,0,0,8259000,0
TRUE,Empty,Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=4,Q13555,CAMK2G,63 kDa,,0.41,7.8,[],unknown,0,0,1.07E+07,0,0,8.26E+07,0,0,0,0,0,0,4.64E+07,1.53E+07,0
TRUE,Empty,E1A-binding protein p400 OS=Homo sapiens OX=9606 GN=EP400 PE=1 SV=4,Q96L91,EP400,343 kDa,,0.15,INF,[],unknown,0,0,0,0,0,8366500,0,0,1.21E+07,0,0,3.85E+07,1.34E+07,0,1.16E+07
TRUE,Empty,E3 ubiquitin-protein ligase MARCH5 OS=Homo sapiens OX=9606 GN=MARCH5 PE=1 SV=1,Q9NX47,5-Mar,31 kDa,,0.24,0,[],unknown,0,5056600,0,0,2.24E+07,0,0,0,0,0,0,0,5.91E+07,1.12E+08,0
TRUE,Empty,Tyrosine-protein kinase JAK1 OS=Homo sapiens OX=9606 GN=JAK1 PE=1 SV=2,P23458,JAK1,133 kDa,,0.018,0,"1st high, 2nd low",unknown,1.06E+08,8.77E+07,3.75E+07,0,4.75E+07,0,0,0,0,0,0,2.05E+07,0,0,0
TRUE,Empty,Disintegrin and metalloproteinase domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ADAM9 PE=1 SV=1,Q13443,ADAM9,91 kDa,,0.51,0.5,[],unknown,0,0,3.04E+07,8.03E+07,1.71E+07,0,0,0,0,6.09E+07,0,0,0,0,0
TRUE,Empty,Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Homo sapiens OX=9606 GN=NQO2 PE=1 SV=5,P16083,NQO2,26 kDa,,0.044,2.2,"1st low, 2nd high",unknown,0,2.77E+07,3.26E+07,0,6.22E+07,5.16E+07,3.95E+07,6.09E+07,5.36E+07,6.46E+07,8.95E+07,2.45E+07,5.47E+07,4.37E+07,3.37E+07
TRUE,Empty,Myeloid-associated differentiation marker OS=Homo sapiens OX=9606 GN=MYADM PE=1 SV=2,Q96S97,MYADM,35 kDa,,0.3,0.4,[],unknown,2.10E+08,1.45E+08,0,0,8.41E+07,7.15E+07,0,0,7.68E+07,4.45E+07,6.29E+07,0,1.26E+08,1.06E+08,3.00E+07
TRUE,Empty,"Cytochrome c oxidase assembly protein COX20, mitochondrial OS=Homo sapiens OX=9606 GN=COX20 PE=1 SV=2",Q5RI15,COX20,13 kDa,,0.16,2.5,[],unknown,0,0,2.49E+07,0,6.38E+07,2.71E+07,4.57E+07,8.15E+07,4.55E+07,1.78E+07,1.74E+07,3.19E+07,0,3.06E+07,2.16E+07
TRUE,Empty,"Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2",P00390,GSR,56 kDa,,0.06,2.8,[],unknown,7.62E+07,7.18E+07,0,0,7.55E+07,1.42E+08,1.64E+08,0,1.59E+08,1.55E+08,0,0,8.25E+07,1.83E+08,0
TRUE,Empty,Derlin-2 OS=Homo sapiens OX=9606 GN=DERL2 PE=1 SV=1,Q9GZP9,DERL2,28 kDa,,0.38,2.1,[],unknown,0,0,3.64E+07,0,1.49E+08,1.24E+08,0,0,1.18E+08,1.38E+08,8.51E+07,6.25E+07,0,0,5.51E+07
TRUE,Empty,Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3,P54920,NAPA,33 kDa,,0.39,2,[],unknown,0,0,0,0,4.77E+07,1.86E+07,0,2.81E+07,2.80E+07,2.23E+07,0,1.42E+07,0,8.04E+07,0
TRUE,Empty,Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1,Q9H6Z4,RANBP3,60 kDa,,0.071,0.3,[],unknown,1.59E+07,2.75E+07,1.51E+07,0,1.44E+07,1.07E+07,0,0,9759200,0,1.91E+07,0,0,1.80E+07,4.30E+07
TRUE,Empty,Ras-related protein Rap-2b OS=Homo sapiens OX=9606 GN=RAP2B PE=1 SV=1,P61225,RAP2B,21 kDa,TRUE,0.91,1.1,[],unknown,1.13E+08,3.85E+07,0,0,1.83E+07,3.79E+07,5.34E+07,0,2.84E+07,6.40E+07,0,0,0,2.88E+07,2.20E+07
TRUE,Empty,Zinc transporter ZIP14 OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=3,Q15043,SLC39A14,54 kDa,,0.26,0.3,[],unknown,0,2.16E+08,1.46E+08,4.33E+07,0,0,0,0,6.12E+07,6.57E+07,3.24E+07,0,0,3.40E+07,0
TRUE,Empty,Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1,O15212,PFDN6,15 kDa,,0.12,7.5,[],unknown,0,0,0,0,1.79E+07,6.84E+07,0,0,3.43E+07,3.06E+07,2.22E+07,2.66E+07,6.78E+07,0,4.35E+07
TRUE,Empty,Translational activator of cytochrome c oxidase 1 OS=Homo sapiens OX=9606 GN=TACO1 PE=1 SV=1,Q9BSH4,TACO1,32 kDa,,0.31,2.6,[],unknown,2.14E+07,0,0,0,1.82E+08,9.29E+07,0,2.16E+08,2.16E+08,0,1.09E+08,0,2.52E+08,1.44E+08,1.30E+08
TRUE,Empty,TNF receptor-associated factor 2 OS=Homo sapiens OX=9606 GN=TRAF2 PE=1 SV=2,Q12933,TRAF2,56 kDa,,0.24,0.4,[],unknown,0,4.96E+07,2.43E+07,0,6.07E+07,0,0,1.51E+07,2.84E+07,4909500,0,0,2.55E+07,1.87E+07,0
TRUE,Empty,"Phosphatidate cytidylyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=TAMM41 PE=1 SV=2",Q96BW9,TAMM41,51 kDa,,0.32,0.3,[],unknown,0,4.96E+07,0,0,9.20E+07,0,0,0,0,3.65E+07,1.69E+08,8.91E+07,1.96E+08,1.53E+08,6.17E+07
TRUE,Empty,Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1,Q9H444,CHMP4B,25 kDa,,0.3,4.8,[],unknown,0,0,0,1.89E+07,8087700,3.61E+07,0,0,0,9.43E+07,0,4.73E+07,5.54E+07,6.12E+07,9.19E+07
TRUE,Empty,Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3,Q92890,UFD1,35 kDa,,0.36,4,[],unknown,0,0,3.97E+07,0,0,3.99E+07,0,1.18E+08,0,0,6.24E+07,0,4.89E+07,3.51E+07,0
TRUE,Empty,Histone acetyltransferase KAT7 OS=Homo sapiens OX=9606 GN=KAT7 PE=1 SV=1,O95251,KAT7,71 kDa,,0.35,2.6,[],unknown,0,0,0,2.29E+07,0,1.34E+07,1.46E+07,3.24E+07,0,0,9.71E+07,2.58E+07,2.34E+07,0,4.77E+07
TRUE,Empty,Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Homo sapiens OX=9606 GN=FKBP9 PE=1 SV=2,O95302,FKBP9,63 kDa,,0.24,0.3,[],unknown,3.65E+07,5.10E+07,4.22E+07,0,0,0,0,4.22E+07,0,0,0,3.60E+07,0,0,0
TRUE,Empty,Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1,P51812,RPS6KA3,84 kDa,TRUE,0.081,INF,[],unknown,0,0,0,0,0,0,1.57E+07,0,3.07E+07,1.06E+07,0,0,2.64E+07,0,1.36E+07
TRUE,Empty,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2",P19404,NDUFV2,27 kDa,,0.83,0.7,[],unknown,0,0,0,0,3.80E+07,0,0,2.76E+07,0,0,0,3.72E+07,0,3.32E+07,4.91E+07
TRUE,Empty,Acyl-CoA-binding protein OS=Homo sapiens OX=9606 GN=DBI PE=1 SV=2,P07108,DBI,10 kDa,,0.22,INF,[],unknown,0,0,0,0,0,2.66E+07,0,0,9.69E+07,0,4.45E+07,5.41E+07,6.21E+07,9.04E+07,0
TRUE,Empty,COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1,Q9BT78,COPS4,46 kDa,,0.13,5.7,[],unknown,0,0,2.32E+07,0,0,6.50E+07,0,3.23E+07,0,3.50E+07,0,0,0,2.90E+07,0
TRUE,Empty,Tubulin-specific chaperone D OS=Homo sapiens OX=9606 GN=TBCD PE=1 SV=2,Q9BTW9,TBCD,133 kDa,,0.35,INF,[],unknown,0,0,0,0,0,1.64E+07,0,0,0,0,6.75E+07,0,3.28E+07,2.65E+07,2.50E+07
TRUE,Empty,Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens OX=9606 GN=PPIL3 PE=1 SV=1,Q9H2H8,PPIL3,18 kDa,,0.65,1.7,[],unknown,0,7.68E+07,0,0,0,0,0,0,7.19E+07,5.78E+07,0,4.38E+07,0,2.03E+08,7.75E+07
TRUE,Empty,Transcription factor 25 OS=Homo sapiens OX=9606 GN=TCF25 PE=1 SV=1,Q9BQ70,TCF25,77 kDa,,0.16,0.2,[],unknown,3.10E+07,0,9.56E+07,4.52E+07,0,0,0,0,0,2.87E+07,6.77E+07,0,0,2.80E+07,0
TRUE,Empty,Kinesin-like protein KIF22 OS=Homo sapiens OX=9606 GN=KIF22 PE=1 SV=5,Q14807,KIF22,73 kDa,,0.35,3.5,[],unknown,0,0,0,1.81E+07,0,2.18E+07,0,0,4.15E+07,0,4.07E+07,1.92E+07,0,1.55E+08,0
TRUE,Empty,Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2,Q9NY33,DPP3,83 kDa,,0.43,2.6,[],unknown,0,5.95E+07,0,0,0,0,6.17E+07,9.45E+07,0,0,0,0,0,7.78E+07,6.30E+07
TRUE,Empty,"ATP-binding cassette sub-family B member 6, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB6 PE=1 SV=1",Q9NP58,ABCB6,94 kDa,,0.15,0,[],unknown,2.47E+07,3.67E+07,0,0,0,0,0,0,0,0,0,0,3.47E+07,1.19E+08,3.15E+07
TRUE,Empty,Polycomb protein EED OS=Homo sapiens OX=9606 GN=EED PE=1 SV=2,O75530,EED,50 kDa,,0.35,0,[],unknown,0,0,0,0,2.98E+07,0,0,0,0,0,0,0,6.36E+07,7.13E+07,0
TRUE,Empty,Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,Q9NYL9,TMOD3,40 kDa,,0.0078,INF,"1st low, 2nd high",unknown,0,0,0,0,0,5.90E+07,0,6.58E+07,6.31E+07,3.26E+07,0,5.02E+07,0,0,0
TRUE,Empty,"Tyrosine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=YARS2 PE=1 SV=2",Q9Y2Z4,YARS2,53 kDa,,0.35,INF,[],unknown,0,0,0,0,0,0,0,0,1.11E+07,0,0,0,4.48E+07,6.60E+07,0
TRUE,Empty,TLD domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TLDC1 PE=1 SV=2,Q6P9B6,TLDC1,51 kDa,,0.078,0,[],unknown,1.27E+07,3.10E+07,0,0,1.41E+07,0,0,0,0,0,0,0,0,0,0
TRUE,Empty,WD repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=WDR6 PE=1 SV=1,Q9NNW5,WDR6,122 kDa,,0.16,0,[],unknown,0,6.37E+07,0,0,3.87E+07,0,0,0,0,0,0,4.12E+07,0,8.23E+07,0
