Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area,Score A10,Coverage A10,# Peptides A10,# PSM A10,Score B10,Coverage B10,# Peptides B10,# PSM B10,Score C10,Coverage C10,# Peptides C10,# PSM C10,Score D10,Coverage D10,# Peptides D10,# PSM D10,Score E10,Coverage E10,# Peptides E10,# PSM E10,Score F10,Coverage F10,# Peptides F10,# PSM F10,Score G10,Coverage G10,# Peptides G10,# PSM G10,Score H10,Coverage H10,# Peptides H10,# PSM H10,Score I10,Coverage I10,# Peptides I10,# PSM I10,Score J10,Coverage J10,# Peptides J10,# PSM J10,Score K10,Coverage K10,# Peptides K10,# PSM K10,Score L10,Coverage L10,# Peptides L10,# PSM L10,Score M10,Coverage M10,# Peptides M10,# PSM M10,Score N10,Coverage N10,# Peptides N10,# PSM N10,Score O10,Coverage O10,# Peptides O10,# PSM O10,# AAs,MW [kDa],calc. pI
Q86U42,Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3 - [PABP2_HUMAN],2.61,1,1,1,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.436E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.632E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63 ,2.61,1,1,,,,,,,,,2.47 ,2.61,1,1,,,,,,,,,2.63 ,2.61,1,1,,,,,306,32.7,5.06
O95793,Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2 - [STAU1_HUMAN],2.60,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,1.90 ,2.60,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,63.1,9.44
O95861,"3'(2'),5'-bisphosphate nucleotidase 1 OS=Homo sapiens OX=9606 GN=BPNT1 PE=1 SV=1 - [BPNT1_HUMAN]",2.60,1,1,1,2,0.000E0,0.000E0,0.000E0,7.188E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.311E5,0.000E0,0.000E0,,,,,,,,,,,,,2.11 ,2.60,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07 ,2.60,1,1,,,,,,,,,308,33.4,5.69
Q9C0H5,Rho GTPase-activating protein 39 OS=Homo sapiens OX=9606 GN=ARHGAP39 PE=1 SV=2 - [RHG39_HUMAN],2.59,1,2,2,3,2.430E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.063E5,0.000E0,0.000E0,3.71 ,1.48,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94 ,2.59,2,2,,,,,,,,,1083,121.2,7.50
Q15648,Mediator of RNA polymerase II transcription subunit 1 OS=Homo sapiens OX=9606 GN=MED1 PE=1 SV=4 - [MED1_HUMAN],2.59,1,3,3,8,0.000E0,0.000E0,1.127E6,0.000E0,0.000E0,4.154E5,0.000E0,0.000E0,8.614E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.016E6,,,,,,,,,7.84 ,2.02,2,2,,,,,,,,,8.57 ,2.59,3,3,,,,,,,,,6.91 ,2.02,2,2,,,,,,,,,,,,,,,,,,,,,3.07 ,0.89,1,1,1581,168.4,8.73
Q3SYG4,Protein PTHB1 OS=Homo sapiens OX=9606 GN=BBS9 PE=1 SV=1 - [PTHB1_HUMAN],2.59,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71 ,2.59,1,1,,,,,,,,,,,,,,,,,887,99.2,5.55
Q92989,Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Homo sapiens OX=9606 GN=CLP1 PE=1 SV=1 - [CLP1_HUMAN],2.59,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.716E5,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01 ,2.59,1,1,,,,,,,,,,,,,,,,,425,47.6,6.62
Q9H9P8,"L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=3 - [L2HDH_HUMAN]",2.59,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06 ,2.59,1,1,,,,,,,,,,,,,463,50.3,8.15
Q9HAB8,Phosphopantothenate--cysteine ligase OS=Homo sapiens OX=9606 GN=PPCS PE=1 SV=2 - [PPCS_HUMAN],2.57,1,1,1,1,3.850E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.44 ,2.57,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,34.0,6.71
P31269,Homeobox protein Hox-A9 OS=Homo sapiens OX=9606 GN=HOXA9 PE=1 SV=4 - [HXA9_HUMAN],2.57,2,1,1,2,1.083E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.002E6,0.000E0,0.000E0,2.35 ,2.57,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76 ,2.57,1,1,,,,,,,,,272,30.2,8.62
P49247,Ribose-5-phosphate isomerase OS=Homo sapiens OX=9606 GN=RPIA PE=1 SV=3 - [RPIA_HUMAN],2.57,1,1,1,1,0.000E0,2.338E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,2.46 ,2.57,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,33.2,8.54
Q08554,Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2 - [DSC1_HUMAN],2.57,1,2,2,4,0.000E0,0.000E0,0.000E0,3.626E6,0.000E0,7.716E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,4.24 ,1.45,1,1,,,,,11.22 ,2.57,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894,99.9,5.43
P51812,Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1 - [KS6A3_HUMAN],2.57,11,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.796E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.240E5,0.000E0,3.086E5,,,,,,,,,,,,,,,,,,,,,2.57 ,1.49,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2.68 ,1.08,1,1,,,,,2.84 ,1.49,1,1,740,83.7,6.89
P19784,Casein kinase II subunit alpha' OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1 - [CSK22_HUMAN],2.57,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.425E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27 ,2.57,1,1,,,,,,,,,,,,,,,,,350,41.2,8.56
Q9HC52,Chromobox protein homolog 8 OS=Homo sapiens OX=9606 GN=CBX8 PE=1 SV=3 - [CBX8_HUMAN],2.57,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.849E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38 ,2.57,1,1,389,43.4,9.91
Q8TEU7,Rap guanine nucleotide exchange factor 6 OS=Homo sapiens OX=9606 GN=RAPGEF6 PE=1 SV=2 - [RPGF6_HUMAN],2.56,1,3,3,4,1.883E5,0.000E0,0.000E0,6.136E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.042E5,0.000E0,0.000E0,2.37 ,0.62,1,1,,,,,,,,,3.05 ,0.69,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25 ,1.94,2,2,,,,,,,,,1601,179.3,6.40
Q04446,"1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3 - [GLGB_HUMAN]",2.56,1,2,2,14,1.204E6,1.810E6,4.211E6,3.026E6,0.000E0,2.824E6,0.000E0,0.000E0,2.985E6,3.431E6,3.971E6,3.779E6,2.743E6,2.120E6,2.259E6,2.74 ,1.57,1,1,2.84 ,1.57,1,1,2.81 ,1.57,1,1,3.50 ,1.57,1,1,,,,,2.81 ,1.57,1,1,,,,,,,,,2.40 ,1.57,1,1,3.13 ,1.57,1,1,5.27 ,2.56,2,2,6.10 ,2.56,2,2,2.40 ,1.57,1,1,3.19 ,1.57,1,1,2.81 ,1.57,1,1,702,80.4,6.32
P01130,Low-density lipoprotein receptor OS=Homo sapiens OX=9606 GN=LDLR PE=1 SV=1 - [LDLR_HUMAN],2.56,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.951E5,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44 ,1.51,1,1,,,,,2.58 ,1.05,1,1,,,,,,,,,860,95.3,5.05
Q9Y512,Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3 - [SAM50_HUMAN],2.56,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.532E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23 ,2.56,1,1,,,,,,,,,,,,,469,51.9,6.90
Q99816,Tumor susceptibility gene 101 protein OS=Homo sapiens OX=9606 GN=TSG101 PE=1 SV=2 - [TS101_HUMAN],2.56,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.805E5,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64 ,2.56,1,1,,,,,,,,,,,,,390,43.9,6.46
Q6ULP2,Aftiphilin OS=Homo sapiens OX=9606 GN=AFTPH PE=1 SV=3 - [AFTIN_HUMAN],2.56,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.466E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84 ,1.28,1,1,2.27 ,1.28,1,1,,,,,2.29 ,1.28,1,1,936,102.0,4.54
Q15036,Sorting nexin-17 OS=Homo sapiens OX=9606 GN=SNX17 PE=1 SV=1 - [SNX17_HUMAN],2.55,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.465E5,0.000E0,0.000E0,0.000E0,,,,,,,,,1.83 ,2.55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99 ,2.55,1,1,,,,,,,,,,,,,470,52.9,7.46
Q96I99,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2 - [SUCB2_HUMAN]",2.55,1,1,1,3,0.000E0,0.000E0,0.000E0,0.000E0,2.750E5,0.000E0,0.000E0,3.689E5,0.000E0,0.000E0,0.000E0,7.641E5,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,2.28 ,2.55,1,1,,,,,,,,,3.58 ,2.55,1,1,,,,,,,,,,,,,3.57 ,2.55,1,1,,,,,,,,,,,,,432,46.5,6.39
P48507,Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens OX=9606 GN=GCLM PE=1 SV=1 - [GSH0_HUMAN],2.55,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.484E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24 ,2.55,1,1,,,,,,,,,,,,,,,,,274,30.7,6.02
P48651,Phosphatidylserine synthase 1 OS=Homo sapiens OX=9606 GN=PTDSS1 PE=1 SV=1 - [PTSS1_HUMAN],2.54,1,1,1,1,0.000E0,9.615E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,2.20 ,2.54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,55.5,8.43
O75521,"Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4 - [ECI2_HUMAN]",2.54,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.043E5,0.000E0,0.000E0,0.000E0,3.594E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,2.19 ,2.54,1,1,,,,,,,,,,,,,2.03 ,2.54,1,1,,,,,,,,,,,,,,,,,394,43.6,9.00
Q04206,Transcription factor p65 OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=2 - [TF65_HUMAN],2.54,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75 ,2.54,1,1,,,,,,,,,,,,,,,,,551,60.2,5.68
Q5T764,Interferon-induced protein with tetratricopeptide repeats 1B OS=Homo sapiens OX=9606 GN=IFIT1B PE=1 SV=1 - [IFT1B_HUMAN],2.53,2,1,1,3,0.000E0,0.000E0,0.000E0,3.971E5,0.000E0,0.000E0,0.000E0,4.990E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.295E5,,,,,,,,,,,,,2.14 ,2.53,1,1,,,,,,,,,,,,,2.98 ,2.53,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2.66 ,2.53,1,1,474,55.0,7.72
Q8NFY4,Semaphorin-6D OS=Homo sapiens OX=9606 GN=SEMA6D PE=1 SV=1 - [SEM6D_HUMAN],2.52,1,2,2,5,4.010E5,0.000E0,0.000E0,3.585E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.130E5,0.000E0,0.000E0,3.55 ,1.58,1,1,,,,,,,,,3.42 ,1.58,1,1,,,,,,,,,,,,,,,,,,,,,4.66 ,1.58,1,1,,,,,,,,,8.54 ,2.52,2,2,,,,,,,,,1073,119.8,8.51
Q96GM5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 OS=Homo sapiens OX=9606 GN=SMARCD1 PE=1 SV=2 - [SMRD1_HUMAN],2.52,1,1,1,9,2.069E5,0.000E0,9.528E5,0.000E0,0.000E0,0.000E0,7.032E5,6.793E5,0.000E0,0.000E0,2.113E6,1.027E6,6.128E5,5.945E5,5.329E5,3.15 ,2.52,1,1,,,,,3.77 ,2.52,1,1,,,,,,,,,,,,,3.56 ,2.52,1,1,3.66 ,2.52,1,1,,,,,,,,,2.64 ,2.52,1,1,2.36 ,2.52,1,1,3.91 ,2.52,1,1,4.04 ,2.52,1,1,3.13 ,2.52,1,1,515,58.2,9.25
O14974,Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1 - [MYPT1_HUMAN],2.52,1,2,2,5,1.242E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.736E5,0.000E0,0.000E0,3.489E5,8.399E5,0.000E0,8.322E5,0.000E0,0.000E0,3.02 ,1.07,1,1,,,,,,,,,,,,,,,,,,,,,3.02 ,1.07,1,1,,,,,,,,,2.60 ,1.07,1,1,2.96 ,1.46,1,1,,,,,3.03 ,1.07,1,1,,,,,,,,,1030,115.2,5.40
Q9BTX1,Nucleoporin NDC1 OS=Homo sapiens OX=9606 GN=NDC1 PE=1 SV=2 - [NDC1_HUMAN],2.52,1,2,2,9,0.000E0,1.555E6,0.000E0,0.000E0,0.000E0,1.454E6,0.000E0,1.000E6,0.000E0,2.000E6,2.666E6,3.420E6,1.621E6,1.674E6,0.000E0,,,,,2.63 ,1.48,1,1,,,,,,,,,,,,,2.79 ,1.48,1,1,,,,,2.78 ,1.48,1,1,,,,,3.74 ,1.48,1,1,3.13 ,1.48,1,1,3.71 ,1.48,1,1,5.64 ,2.52,2,2,3.01 ,1.48,1,1,,,,,674,76.3,9.09
Q6R327,Rapamycin-insensitive companion of mTOR OS=Homo sapiens OX=9606 GN=RICTOR PE=1 SV=1 - [RICTR_HUMAN],2.52,1,3,3,4,0.000E0,0.000E0,0.000E0,3.458E7,0.000E0,0.000E0,4.048E5,0.000E0,0.000E0,0.000E0,4.302E5,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,2.42 ,0.47,1,1,,,,,,,,,5.93 ,1.23,1,2,,,,,,,,,,,,,2.76 ,0.82,1,1,,,,,,,,,,,,,,,,,1708,192.1,7.47
Q8IYS1,Peptidase M20 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PM20D2 PE=1 SV=2 - [P20D2_HUMAN],2.52,1,1,1,3,0.000E0,0.000E0,0.000E0,4.339E5,0.000E0,0.000E0,4.414E5,0.000E0,0.000E0,0.000E0,2.837E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,3.00 ,2.52,1,1,,,,,,,,,3.13 ,2.52,1,1,,,,,,,,,,,,,3.04 ,2.52,1,1,,,,,,,,,,,,,,,,,436,47.7,5.85
Q9UPS8,Ankyrin repeat domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ANKRD26 PE=1 SV=3 - [ANR26_HUMAN],2.52,1,4,4,8,0.000E0,0.000E0,0.000E0,4.650E5,0.000E0,0.000E0,4.120E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.785E5,0.000E0,0.000E0,,,,,,,,,,,,,7.27 ,1.17,2,2,,,,,,,,,4.81 ,1.11,2,2,,,,,,,,,2.80 ,0.59,1,1,,,,,,,,,9.46 ,1.99,3,3,,,,,,,,,1709,196.2,5.72
Q92820,Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2 - [GGH_HUMAN],2.52,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,3.040E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,2.08 ,2.52,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,35.9,7.11
Q6NUK1,Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2 - [SCMC1_HUMAN],2.52,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.356E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08 ,2.52,1,1,,,,,,,,,,,,,,,,,477,53.3,6.33
Q9Y679,Ancient ubiquitous protein 1 OS=Homo sapiens OX=9606 GN=AUP1 PE=1 SV=1 - [AUP1_HUMAN],2.52,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.035E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73 ,2.52,1,1,,,,,476,53.0,8.09
O94913,Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=3 - [PCF11_HUMAN],2.51,1,4,4,7,0.000E0,0.000E0,8.423E5,0.000E0,0.000E0,5.927E5,0.000E0,0.000E0,6.576E5,0.000E0,0.000E0,2.655E5,0.000E0,0.000E0,6.278E5,,,,,,,,,4.63 ,1.35,2,2,,,,,,,,,4.86 ,1.22,2,2,,,,,,,,,1.91 ,0.71,1,1,,,,,,,,,2.46 ,0.64,1,1,,,,,,,,,2.26 ,0.71,1,1,1555,172.9,8.48
Q05655,Protein kinase C delta type OS=Homo sapiens OX=9606 GN=PRKCD PE=1 SV=2 - [KPCD_HUMAN],2.51,1,1,1,3,0.000E0,0.000E0,3.920E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.746E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,1.98 ,2.51,1,1,,,,,,,,,,,,,,,,,,,,,2.67 ,2.51,1,1,,,,,,,,,3.12 ,2.51,1,1,,,,,,,,,,,,,676,77.5,7.75
Q01581,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2 - [HMCS1_HUMAN]",2.50,1,1,1,7,0.000E0,8.752E5,0.000E0,1.505E6,0.000E0,1.146E6,0.000E0,0.000E0,0.000E0,0.000E0,3.471E6,0.000E0,7.448E5,6.846E5,7.642E5,,,,,3.05 ,2.50,1,1,,,,,3.70 ,2.50,1,1,,,,,2.84 ,2.50,1,1,,,,,,,,,,,,,,,,,3.66 ,2.50,1,1,,,,,2.67 ,2.50,1,1,4.11 ,2.50,1,1,2.84 ,2.50,1,1,520,57.3,5.41
Q9BTV4,Transmembrane protein 43 OS=Homo sapiens OX=9606 GN=TMEM43 PE=1 SV=1 - [TMM43_HUMAN],2.50,1,1,1,1,0.000E0,0.000E0,0.000E0,3.223E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,3.29 ,2.50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,44.8,8.13
Q9H0W8,Protein SMG9 OS=Homo sapiens OX=9606 GN=SMG9 PE=1 SV=1 - [SMG9_HUMAN],2.50,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.279E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,2.04 ,2.50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,57.6,7.01
O95149,Snurportin-1 OS=Homo sapiens OX=9606 GN=SNUPN PE=1 SV=1 - [SPN1_HUMAN],2.50,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.011E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80 ,2.50,1,1,,,,,,,,,,,,,,,,,2.79 ,2.50,1,1,,,,,360,41.1,6.64
Q92544,Transmembrane 9 superfamily member 4 OS=Homo sapiens OX=9606 GN=TM9SF4 PE=1 SV=2 - [TM9S4_HUMAN],2.49,1,2,2,5,8.548E6,0.000E0,0.000E0,1.813E6,0.000E0,0.000E0,0.000E0,1.244E7,0.000E0,0.000E0,0.000E0,9.161E5,0.000E0,0.000E0,0.000E0,2.14 ,1.09,1,1,,,,,,,,,3.76 ,1.40,1,1,,,,,,,,,,,,,1.94 ,1.09,1,1,,,,,2.56 ,1.09,1,1,,,,,3.04 ,1.40,1,1,,,,,,,,,,,,,642,74.5,6.54
Q6WKZ4,Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=3 - [RFIP1_HUMAN],2.49,1,3,3,6,1.756E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.477E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.256E5,0.000E0,3.17 ,0.94,1,1,,,,,,,,,,,,,,,,,,,,,8.89 ,2.49,3,3,,,,,,,,,3.71 ,0.94,1,1,,,,,,,,,,,,,2.48 ,0.62,1,1,,,,,1283,137.1,5.43
Q96EN8,Molybdenum cofactor sulfurase OS=Homo sapiens OX=9606 GN=MOCOS PE=1 SV=2 - [MOCOS_HUMAN],2.48,1,2,2,9,0.000E0,0.000E0,1.021E6,1.344E6,0.000E0,6.282E5,8.403E5,0.000E0,4.971E5,0.000E0,0.000E0,8.960E5,0.000E0,8.002E5,0.000E0,,,,,,,,,1.87 ,1.35,1,1,2.74 ,1.35,1,1,,,,,2.48 ,1.35,1,1,2.69 ,1.13,1,1,,,,,3.30 ,1.35,1,1,1.70 ,1.35,1,1,,,,,6.07 ,2.48,2,2,,,,,2.99 ,1.35,1,1,,,,,888,98.1,6.70
O43602,Neuronal migration protein doublecortin OS=Homo sapiens OX=9606 GN=DCX PE=1 SV=4 - [DCX_HUMAN],2.47,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,3.447E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,1.74 ,2.47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,40.5,9.28
P46379,Large proline-rich protein BAG6 OS=Homo sapiens OX=9606 GN=BAG6 PE=1 SV=2 - [BAG6_HUMAN],2.47,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.669E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58 ,2.47,2,2,,,,,,,,,,,,,,,,,1132,119.3,5.60
